GENERATION_PROJECT,timepoint,gen_max_capacity_factor
g10425,16,0.4675
g10426,16,0.4675
g10427,16,0.4675
g10429,16,0.4675
g10430,16,0.4675
g10431,16,0.4675
g10432,16,0.4675
g10433,16,0.4675
g10434,16,0.4675
g10435,16,0.4675
g10436,16,0.4675
g10437,16,0.4675
g10438,16,0.4675
g10439,16,0.4675
g10440,16,0.4675
g10443,16,0.4675
g10444,16,0.4675
g10445,16,0.4675
g10446,16,0.4675
g10449,16,0.4675
g10450,16,0.4675
g10464,16,0.4675
g10465,16,0.4675
g10466,16,0.4675
g10467,16,0.4675
g10468,16,0.4675
g10469,16,0.4675
g10471,16,0.4675
g10472,16,0.4675
g10476,16,0.4675
g10477,16,0.4675
g10478,16,0.4675
g10479,16,0.4675
g10480,16,0.4675
g10481,16,0.4675
g10485,16,0.4675
g10486,16,0.4675
g10487,16,0.4675
g10488,16,0.4675
g10489,16,0.4675
g10490,16,0.4675
g10491,16,0.4675
g10492,16,0.4675
g10493,16,0.4675
g10494,16,0.4675
g10495,16,0.4675
g10496,16,0.4675
g10499,16,0.4675
g10500,16,0.4675
g10501,16,0.4675
g10502,16,0.4675
g10503,16,0.4675
g10504,16,0.4675
g10506,16,0.4675
g10507,16,0.4675
g10508,16,0.4675
g10509,16,0.4675
g10510,16,0.4675
g10511,16,0.4675
g10512,16,0.4675
g10513,16,0.4675
g10520,16,0.4675
g10521,16,0.4675
g10523,16,0.4675
g10524,16,0.4675
g10525,16,0.4675
g10526,16,0.4675
g10527,16,0
g10528,16,0.4675
g10529,16,0.4675
g10530,16,0.4675
g10531,16,0.4675
g10532,16,0.4675
g10533,16,0.4675
g10536,16,0.4675
g10537,16,0.4675
g10542,16,0.4675
g10543,16,0.4675
g10547,16,0.4675
g10548,16,0.4675
g10549,16,0.4675
g10550,16,0.4675
g10551,16,0.4675
g10552,16,0.4675
g10553,16,0.4675
g10554,16,0.4675
g10555,16,0.4675
g10556,16,0.4675
g10557,16,0.4675
g10558,16,0.4675
g10561,16,0.4675
g10562,16,0.4675
g10563,16,0.4675
g10565,16,0.4675
g10566,16,0.4675
g10567,16,0.4675
g10568,16,0.4675
g10576,16,0.4675
g10577,16,0.4675
g10578,16,0.4675
g10579,16,0.4675
g10580,16,0.4675
g10581,16,0.4675
g10584,16,0.4675
g10585,16,0.4675
g10586,16,0.4675
g10587,16,0.4675
g10588,16,0.4675
g10589,16,0.4675
g10590,16,0.4675
g10591,16,0.4675
g10592,16,0.4675
g10593,16,0.4675
g10594,16,0.4675
g10595,16,0.4675
g10596,16,0.4675
g10597,16,0.4675
g10598,16,0.4675
g10606,16,0.4675
g10607,16,0.4675
g10608,16,0.4675
g10609,16,0.4675
g10610,16,0.4675
g10611,16,0.4675
g10612,16,0.4675
g10613,16,0.4675
g10614,16,0.4675
g10615,16,0.4675
g10619,16,0.4675
g10620,16,0.4675
g10621,16,0.4675
g10622,16,0.4675
g10633,16,0.4675
g10634,16,0.4675
g10635,16,0.4675
g10636,16,0.4675
g10637,16,0.4675
g10638,16,0.4675
g10639,16,0.3809
g10640,16,0.3809
g10641,16,0.3809
g10643,16,0.3809
g10644,16,0.3809
g10645,16,0.3809
g10654,16,0.3809
g10655,16,0.3809
g10656,16,0.3809
g10657,16,0.3809
g10658,16,0.3809
g10659,16,0.3809
g10663,16,0.3809
g10664,16,0.3809
g10665,16,0.3809
g10669,16,0.3809
g10670,16,0.3809
g10671,16,0.3809
g10672,16,0.3809
g10673,16,0.3809
g10674,16,0.3809
g10679,16,0.3809
g10680,16,0.3809
g10691,16,0.3809
g10692,16,0.3809
g10693,16,0.3809
g10695,16,0.3809
g10696,16,0.3809
g10701,16,0.3809
g10702,16,0.3809
g10703,16,0.3809
g10704,16,0.3809
g10728,16,0.3809
g10729,16,0.3809
g10730,16,0.3809
g10731,16,0.3809
g10732,16,0.3809
g10733,16,0.3809
g10734,16,0.3809
g10735,16,0.3809
g10736,16,0.3809
g10737,16,0.3809
g10739,16,0.3809
g10740,16,0.3809
g10741,16,0.3809
g10742,16,0.3809
g10743,16,0.3809
g10744,16,0.3809
g10745,16,0.3809
g10746,16,0.3809
g10747,16,0.3809
g10749,16,0.3809
g10750,16,0.3809
g10751,16,0.3809
g10757,16,0.3809
g10758,16,0.3809
g10759,16,0.3809
g10760,16,0.3809
g10761,16,0.3809
g10762,16,0.3809
g10766,16,0.3809
g10779,16,0.3809
g10780,16,0.3809
g10781,16,0.3809
g10782,16,0.3809
g10783,16,0.3809
g10784,16,0.3809
g10785,16,0.3809
g10786,16,0.3809
g10787,16,0.3809
g10788,16,0.3809
g10791,16,0.3809
g10792,16,0.3809
g10793,16,0.3809
g10794,16,0.3809
g10795,16,0.3809
g10796,16,0.3809
g10797,16,0.3809
g10798,16,0.3809
g10799,16,0.3809
g10800,16,0.3809
g10801,16,0.3809
g10802,16,0.3809
g10805,16,0.3809
g10816,16,0.3896
g10817,16,0.3896
g10820,16,0.3896
g10830,16,0.3896
g10831,16,0.3896
g10832,16,0.3896
g10833,16,0.3896
g10834,16,0.3896
g10835,16,0.3896
g10836,16,0.3896
g10837,16,0.3896
g10838,16,0.3896
g10839,16,0.3896
g10840,16,0.3896
g10841,16,0.3896
g10842,16,0.3896
g10843,16,0.3896
g10846,16,0.3896
g10847,16,0.3896
g10848,16,0.3896
g10849,16,0.3896
g10853,16,0.3896
g10854,16,0.3896
g10855,16,0.3896
g10856,16,0.3896
g10857,16,0.3896
g10861,16,0.3896
g10862,16,0.3896
g10863,16,0.3896
g10864,16,0.3896
g10868,16,0.3896
g10869,16,0.3896
g10870,16,0.3896
g10873,16,0.3896
g10874,16,0.3896
g10875,16,0.3896
g10876,16,0.3896
g10877,16,0.3896
g10878,16,0.3896
g10879,16,0.3896
g10880,16,0.3896
g10881,16,0.3896
g10882,16,0.3896
g10883,16,0.3896
g10884,16,0.3896
g10885,16,0.3896
g10886,16,0.3896
g10887,16,0.3896
g10888,16,0.3896
g10889,16,0.3896
g10890,16,0.3896
g10891,16,0.3896
g10892,16,0.3896
g10893,16,0.3896
g10894,16,0.3896
g10895,16,0.3896
g10896,16,0.3896
g10897,16,0.3896
g10898,16,0.3896
g10899,16,0.3896
g10900,16,0.3896
g10901,16,0.3896
g10902,16,0.3896
g10905,16,0.3896
g10906,16,0.3896
g10907,16,0.3896
g10908,16,0.3896
g10909,16,0.3896
g10910,16,0.3896
g10911,16,0.3896
g10912,16,0.3896
g10913,16,0.3896
g10914,16,0.3896
g10915,16,0.3896
g10916,16,0.3896
g10926,16,0.3896
g10927,16,0.3896
g10928,16,0.3896
g10929,16,0.3896
g10930,16,0.3896
g10931,16,0.3896
g10932,16,0.3896
g10933,16,0.3896
g10934,16,0.3896
g10942,16,0.3896
g10945,16,0.3896
g10946,16,0.3896
g10947,16,0.3896
g10954,16,0.3896
g10961,16,0.3896
g10962,16,0.3896
g10963,16,0.3896
g10964,16,0.3896
g10971,16,0.3896
g10972,16,0.3896
g10983,16,0.3896
g10984,16,0.3896
g10993,16,0.3896
g10994,16,0.3896
g10995,16,0.3896
g10996,16,0.3896
g10997,16,0.3896
g11000,16,0.3896
g11001,16,0.3896
g11002,16,0.3896
g11003,16,0.3896
g11004,16,0.3896
g11017,16,0.3896
g11018,16,0.3896
g11019,16,0.3896
g11020,16,0.3896
g11021,16,0.3896
g11022,16,0.3896
g11023,16,0.3896
g11024,16,0.3896
g11025,16,0.3896
g11026,16,0.3896
g11027,16,0.3896
g11028,16,0.3896
g11140,16,0.3896
g11141,16,0.3896
g11142,16,0.3896
g11143,16,0.3896
g11144,16,0.3896
g11145,16,0.3896
g11146,16,0.3896
g11147,16,0.3896
g11148,16,0.3896
g11149,16,0.3896
g11150,16,0.3896
g11159,16,0.3896
g11160,16,0.3896
g11161,16,0.3896
g11162,16,0.3896
g11163,16,0.3896
g11164,16,0.3896
g11173,16,0.3896
g11174,16,0.3896
g11175,16,0.3896
g11176,16,0.3896
g11181,16,0.3896
g11182,16,0.3896
g11183,16,0.3896
g11184,16,0.3896
g11185,16,0.3896
g11191,16,0.3896
g11192,16,0.3896
g11193,16,0.3896
g11194,16,0.3896
g11195,16,0.3896
g11196,16,0.3896
g11197,16,0.3896
g11203,16,0.3896
g11204,16,0.3896
g11205,16,0.3896
g11212,16,0.3896
g11213,16,0.3896
g11214,16,0.3896
g11215,16,0.3896
g11221,16,0.3896
g11222,16,0.3896
g11223,16,0.3896
g11224,16,0.3896
g11225,16,0.3896
g11226,16,0.3896
g11227,16,0.3896
g11228,16,0.3896
g11231,16,0.3896
g11236,16,0.3896
g11237,16,0.3896
g11238,16,0.3896
g11239,16,0.3896
g11240,16,0.3896
g11258,16,0.3896
g11267,16,0.3896
g11268,16,0.3896
g11269,16,0.3896
g11270,16,0.3896
g11273,16,0.3896
g11278,16,0.3896
g11279,16,0.3896
g11280,16,0.3896
g11293,16,0.3896
g11294,16,0.3896
g11295,16,0.3896
g11296,16,0.3896
g11297,16,0.3896
g11298,16,0.3896
g11299,16,0.3896
g11300,16,0.3896
g11301,16,0.3896
g11302,16,0.3896
g11303,16,0.3896
g11314,16,0.3896
g11315,16,0.3896
g11316,16,0.3896
g11317,16,0.3896
g11318,16,0.3896
g11319,16,0.3896
g11320,16,0.3896
g11329,16,0.3896
g11330,16,0.3896
g11331,16,0.3896
g11332,16,0.3896
g11423,16,0.3896
g11424,16,0.3896
g11425,16,0.3896
g11426,16,0.3896
g11545,16,0.3896
g11546,16,0.3896
g11547,16,0.3896
g11608,16,0.3896
g11609,16,0.3896
g11610,16,0.3896
g11611,16,0.3896
g11612,16,0.3896
g11613,16,0.3896
g11614,16,0.3896
g11615,16,0.3896
g11616,16,0.3896
g11617,16,0.3896
g11618,16,0.3896
g11619,16,0.3896
g11620,16,0.3896
g11628,16,0.3896
g11629,16,0.3896
g11630,16,0.3896
g11631,16,0.3896
g11632,16,0.3896
g11633,16,0.3896
g11634,16,0.3896
g11755,16,0.3896
g11756,16,0.3896
g11757,16,0.3896
g11758,16,0.3896
g11759,16,0.3896
g11760,16,0.3896
g11774,16,0.3896
g11775,16,0.3896
g11776,16,0.3896
g11785,16,0.3896
g11786,16,0.3896
g11787,16,0.3896
g11788,16,0.3896
g11838,16,0.3896
g11839,16,0.3896
g11843,16,0.3896
g11844,16,0.3896
g11845,16,0.3896
g11846,16,0.3896
g12051,16,0.2503
g12052,16,0.2503
g12053,16,0.2503
g12054,16,0.2503
g12055,16,0.2503
g12056,16,0.2503
g12075,16,0.3827
g12077,16,0.3827
g12078,16,0.3827
g12079,16,0.3827
g12080,16,0.3827
g12091,16,0.3827
g12092,16,0.3827
g12093,16,0.3827
g12094,16,0.3827
g12095,16,0.3827
g12118,16,0.3827
g12119,16,0.3827
g12217,16,0.3827
g12218,16,0.3827
g12219,16,0.3827
g12220,16,0.3827
g12221,16,0.3827
g12222,16,0.3827
g12232,16,0.3827
g12235,16,0.3827
g12236,16,0.3827
g12237,16,0.3827
g12238,16,0.3827
g12254,16,0.3827
g12255,16,0.3827
g12256,16,0.3827
g12257,16,0.3827
g12258,16,0.3827
g12259,16,0.3827
g12292,16,0.4403
g12293,16,0.4403
g12342,16,0.4403
g12343,16,0.4403
g12344,16,0.4403
g12349,16,0.2741
g12350,16,0.2741
g12351,16,0.2741
g12352,16,0.2741
g12353,16,0.2741
g12354,16,0.2741
g12455,16,0.2491
g12472,16,0.2491
g12473,16,0.2491
g12474,16,0.2491
g12475,16,0.2491
g12483,16,0.2491
g12484,16,0.2491
g12497,16,0.2491
g12498,16,0.2491
g12499,16,0.2491
g12508,16,0.2491
g12509,16,0.2491
g12510,16,0.2491
g12511,16,0.2491
g12517,16,0.2491
g12518,16,0.2491
g12519,16,0.2491
g12521,16,0.2491
g12522,16,0.2491
g12533,16,0.2491
g12534,16,0.2491
g12557,16,0.2491
g12558,16,0.2491
g12559,16,0.2491
g12560,16,0.2491
g12589,16,0.7755
g12590,16,0.7755
g12624,16,0.7755
g12625,16,0.7755
g12626,16,0.7755
g12627,16,0.7755
g12628,16,0.7755
g12629,16,0.7755
g12630,16,0.7755
g12650,16,0.7755
g12651,16,0.7755
g12652,16,0.7755
g12653,16,0.7755
g12654,16,0.7755
g12655,16,0.7755
g12660,16,0.5913
g12661,16,0.5913
g12662,16,0.5913
g12663,16,0.5913
g12664,16,0.5913
g12665,16,0.5913
g12666,16,0.5913
g12667,16,0.5913
g12668,16,0.5913
g12669,16,0.5913
g12679,16,0.5913
g12680,16,0.5913
g12681,16,0.5913
g12682,16,0.5913
g12683,16,0.5913
g12690,16,0.5913
g12691,16,0.5913
g12692,16,0.5913
g12696,16,0.5913
g12697,16,0.5913
g12698,16,0.5913
g12699,16,0.5913
g12702,16,0.5913
g12703,16,0.5913
g12704,16,0.5913
g12705,16,0.5913
g12706,16,0.5913
g12707,16,0.5913
g12708,16,0.5913
g12709,16,0.5913
g12710,16,0.5913
g12714,16,0.5913
g12715,16,0.5913
g12716,16,0.5913
g12718,16,0.5913
g12719,16,0.5913
g12720,16,0.5913
g12721,16,0.5913
g12722,16,0.5913
g12723,16,0.5913
g12724,16,0.5913
g12729,16,0.5913
g12730,16,0.5913
g12731,16,0.5913
g12735,16,0.5913
g12736,16,0.5913
g12737,16,0.5913
g12746,16,0.5913
g12747,16,0.5913
g12748,16,0.5913
g12749,16,0.5913
g12750,16,0.5913
g12755,16,0.5913
g12756,16,0.5913
g12757,16,0.5913
g12759,16,0.5913
g12760,16,0.5913
g12761,16,0.5913
g12762,16,0.5913
g12763,16,0.5913
g12764,16,0.5913
g12765,16,0.5913
g12766,16,0.5913
g12767,16,0.5913
g12768,16,0.5913
g12769,16,0.5913
g12770,16,0.5913
g12771,16,0.5913
g12774,16,0.5913
g12775,16,0.5913
g12776,16,0.5913
g12777,16,0.5913
g12782,16,0.4926
g12783,16,0.4926
g12784,16,0.4926
g12785,16,0.4926
g12786,16,0.4926
g12791,16,0.4926
g12792,16,0.4926
g12793,16,0.4926
g12798,16,0.4926
g12799,16,0.4926
g12800,16,0.4926
g12801,16,0.4926
g12802,16,0.4926
g12803,16,0.4926
g12804,16,0.4926
g12805,16,0.4926
g12806,16,0.4926
g12807,16,0.4926
g12808,16,0.4926
g12809,16,0.4926
g12812,16,0.4926
g12813,16,0.4926
g12814,16,0.4926
g12815,16,0.4926
g12816,16,0.4926
g12817,16,0.4926
g12818,16,0.4926
g12819,16,0.4926
g12823,16,0.4926
g12824,16,0.4926
g12825,16,0.4926
g12826,16,0.4926
g12827,16,0.4926
g12828,16,0.4926
g12839,16,0.4926
g12840,16,0.4926
g12841,16,0.4926
g12842,16,0.4926
g12843,16,0.4926
g12844,16,0.4926
g12845,16,0.4926
g12846,16,0.4926
g12847,16,0.4926
g12848,16,0.4926
g12849,16,0.4926
g12850,16,0.4926
g12855,16,0.4926
g12856,16,0.4926
g12857,16,0.4926
g12858,16,0.4926
g12859,16,0.4926
g12860,16,0.4926
g12861,16,0.4926
g12862,16,0.4926
g12863,16,0.4926
g10390,17,0.4574
g10391,17,0.4574
g10392,17,0.4574
g10393,17,0.4574
g10394,17,0.4574
g10395,17,0.4574
g10396,17,0.4574
g10398,17,0.4574
g10399,17,0.4574
g10402,17,0.4574
g10403,17,0.4574
g10404,17,0.4574
g10405,17,0.4574
g10406,17,0.4574
g10407,17,0.4574
g10408,17,0.4574
g10409,17,0.4574
g10410,17,0.4574
g10411,17,0.4574
g10412,17,0.4574
g10413,17,0.4574
g10414,17,0.4574
g10415,17,0.4574
g10416,17,0.4574
g10417,17,0.4574
g10418,17,0.4574
g10419,17,0.4574
g10420,17,0.4574
g10421,17,0.4574
g10422,17,0.4574
g10425,17,0.4574
g10426,17,0.4574
g10427,17,0.4574
g10429,17,0.4574
g10430,17,0.4574
g10431,17,0.4574
g10432,17,0.4574
g10433,17,0.4574
g10434,17,0.4574
g10435,17,0.4574
g10436,17,0.4574
g10437,17,0.4574
g10438,17,0.4574
g10439,17,0.4574
g10440,17,0.4574
g10443,17,0.4574
g10444,17,0.4574
g10445,17,0.4574
g10446,17,0.4574
g10449,17,0.4574
g10450,17,0.4574
g10464,17,0.4574
g10465,17,0.4574
g10466,17,0.4574
g10467,17,0.4574
g10468,17,0.4574
g10469,17,0.4574
g10471,17,0.4574
g10472,17,0.4574
g10476,17,0.4574
g10477,17,0.4574
g10478,17,0.4574
g10479,17,0.4574
g10480,17,0.4574
g10481,17,0.4574
g10485,17,0.4574
g10486,17,0.4574
g10487,17,0.4574
g10488,17,0.4574
g10489,17,0.4574
g10490,17,0.4574
g10491,17,0.4574
g10492,17,0.4574
g10493,17,0.4574
g10494,17,0.4574
g10495,17,0.4574
g10496,17,0.4574
g10499,17,0.4574
g10500,17,0.4574
g10501,17,0.4574
g10502,17,0.4574
g10503,17,0.4574
g10504,17,0.4574
g10506,17,0.4574
g10507,17,0.4574
g10508,17,0.4574
g10509,17,0.4574
g10510,17,0.4574
g10511,17,0.4574
g10512,17,0.4574
g10513,17,0.4574
g10520,17,0.4574
g10521,17,0.4574
g10523,17,0.4574
g10524,17,0.4574
g10525,17,0.4574
g10526,17,0.4574
g10527,17,0
g10528,17,0.4574
g10529,17,0.4574
g10530,17,0.4574
g10531,17,0.4574
g10532,17,0.4574
g10533,17,0.4574
g10536,17,0.4574
g10537,17,0.4574
g10542,17,0.4574
g10543,17,0.4574
g10547,17,0.4574
g10548,17,0.4574
g10549,17,0.4574
g10550,17,0.4574
g10551,17,0.4574
g10552,17,0.4574
g10553,17,0.4574
g10554,17,0.4574
g10555,17,0.4574
g10556,17,0.4574
g10557,17,0.4574
g10558,17,0.4574
g10561,17,0.4574
g10562,17,0.4574
g10563,17,0.4574
g10565,17,0.4574
g10566,17,0.4574
g10567,17,0.4574
g10568,17,0.4574
g10576,17,0.4574
g10577,17,0.4574
g10578,17,0.4574
g10579,17,0.4574
g10580,17,0.4574
g10581,17,0.4574
g10584,17,0.4574
g10585,17,0.4574
g10586,17,0.4574
g10587,17,0.4574
g10588,17,0.4574
g10589,17,0.4574
g10590,17,0.4574
g10591,17,0.4574
g10592,17,0.4574
g10593,17,0.4574
g10594,17,0.4574
g10595,17,0.4574
g10596,17,0.4574
g10597,17,0.4574
g10598,17,0.4574
g10606,17,0.4574
g10607,17,0.4574
g10608,17,0.4574
g10609,17,0.4574
g10610,17,0.4574
g10611,17,0.4574
g10612,17,0.4574
g10613,17,0.4574
g10614,17,0.4574
g10615,17,0.4574
g10619,17,0.4574
g10620,17,0.4574
g10621,17,0.4574
g10622,17,0.4574
g10633,17,0.4574
g10634,17,0.4574
g10635,17,0.4574
g10636,17,0.4574
g10637,17,0.4574
g10638,17,0.4574
g10639,17,0.3709
g10640,17,0.3709
g10641,17,0.3709
g10643,17,0.3709
g10644,17,0.3709
g10645,17,0.3709
g10654,17,0.3709
g10655,17,0.3709
g10656,17,0.3709
g10657,17,0.3709
g10658,17,0.3709
g10659,17,0.3709
g10663,17,0.3709
g10664,17,0.3709
g10665,17,0.3709
g10669,17,0.3709
g10670,17,0.3709
g10671,17,0.3709
g10672,17,0.3709
g10673,17,0.3709
g10674,17,0.3709
g10679,17,0.3709
g10680,17,0.3709
g10691,17,0.3709
g10692,17,0.3709
g10693,17,0.3709
g10695,17,0.3709
g10696,17,0.3709
g10701,17,0.3709
g10702,17,0.3709
g10703,17,0.3709
g10704,17,0.3709
g10728,17,0.3709
g10729,17,0.3709
g10730,17,0.3709
g10731,17,0.3709
g10732,17,0.3709
g10733,17,0.3709
g10734,17,0.3709
g10735,17,0.3709
g10736,17,0.3709
g10737,17,0.3709
g10739,17,0.3709
g10740,17,0.3709
g10741,17,0.3709
g10742,17,0.3709
g10743,17,0.3709
g10744,17,0.3709
g10745,17,0.3709
g10746,17,0.3709
g10747,17,0.3709
g10749,17,0.3709
g10750,17,0.3709
g10751,17,0.3709
g10757,17,0.3709
g10758,17,0.3709
g10759,17,0.3709
g10760,17,0.3709
g10761,17,0.3709
g10762,17,0.3709
g10766,17,0.3709
g10779,17,0.3709
g10780,17,0.3709
g10781,17,0.3709
g10782,17,0.3709
g10783,17,0.3709
g10784,17,0.3709
g10785,17,0.3709
g10786,17,0.3709
g10787,17,0.3709
g10788,17,0.3709
g10791,17,0.3709
g10792,17,0.3709
g10793,17,0.3709
g10794,17,0.3709
g10795,17,0.3709
g10796,17,0.3709
g10797,17,0.3709
g10798,17,0.3709
g10799,17,0.3709
g10800,17,0.3709
g10801,17,0.3709
g10802,17,0.3709
g10805,17,0.3709
g10816,17,0.3931
g10817,17,0.3931
g10820,17,0.3931
g10830,17,0.3931
g10831,17,0.3931
g10832,17,0.3931
g10833,17,0.3931
g10834,17,0.3931
g10835,17,0.3931
g10836,17,0.3931
g10837,17,0.3931
g10838,17,0.3931
g10839,17,0.3931
g10840,17,0.3931
g10841,17,0.3931
g10842,17,0.3931
g10843,17,0.3931
g10846,17,0.3931
g10847,17,0.3931
g10848,17,0.3931
g10849,17,0.3931
g10853,17,0.3931
g10854,17,0.3931
g10855,17,0.3931
g10856,17,0.3931
g10857,17,0.3931
g10861,17,0.3931
g10862,17,0.3931
g10863,17,0.3931
g10864,17,0.3931
g10868,17,0.3931
g10869,17,0.3931
g10870,17,0.3931
g10873,17,0.3931
g10874,17,0.3931
g10875,17,0.3931
g10876,17,0.3931
g10877,17,0.3931
g10878,17,0.3931
g10879,17,0.3931
g10880,17,0.3931
g10881,17,0.3931
g10882,17,0.3931
g10883,17,0.3931
g10884,17,0.3931
g10885,17,0.3931
g10886,17,0.3931
g10887,17,0.3931
g10888,17,0.3931
g10889,17,0.3931
g10890,17,0.3931
g10891,17,0.3931
g10892,17,0.3931
g10893,17,0.3931
g10894,17,0.3931
g10895,17,0.3931
g10896,17,0.3931
g10897,17,0.3931
g10898,17,0.3931
g10899,17,0.3931
g10900,17,0.3931
g10901,17,0.3931
g10902,17,0.3931
g10905,17,0.3931
g10906,17,0.3931
g10907,17,0.3931
g10908,17,0.3931
g10909,17,0.3931
g10910,17,0.3931
g10911,17,0.3931
g10912,17,0.3931
g10913,17,0.3931
g10914,17,0.3931
g10915,17,0.3931
g10916,17,0.3931
g10926,17,0.3931
g10927,17,0.3931
g10928,17,0.3931
g10929,17,0.3931
g10930,17,0.3931
g10931,17,0.3931
g10932,17,0.3931
g10933,17,0.3931
g10934,17,0.3931
g10942,17,0.3931
g10945,17,0.3931
g10946,17,0.3931
g10947,17,0.3931
g10954,17,0.3931
g10961,17,0.3931
g10962,17,0.3931
g10963,17,0.3931
g10964,17,0.3931
g10971,17,0.3931
g10972,17,0.3931
g10983,17,0.3931
g10984,17,0.3931
g10993,17,0.3931
g10994,17,0.3931
g10995,17,0.3931
g10996,17,0.3931
g10997,17,0.3931
g11000,17,0.3931
g11001,17,0.3931
g11002,17,0.3931
g11003,17,0.3931
g11004,17,0.3931
g11017,17,0.3931
g11018,17,0.3931
g11019,17,0.3931
g11020,17,0.3931
g11021,17,0.3931
g11022,17,0.3931
g11023,17,0.3931
g11024,17,0.3931
g11025,17,0.3931
g11026,17,0.3931
g11027,17,0.3931
g11028,17,0.3931
g11140,17,0.3931
g11141,17,0.3931
g11142,17,0.3931
g11143,17,0.3931
g11144,17,0.3931
g11145,17,0.3931
g11146,17,0.3931
g11147,17,0.3931
g11148,17,0.3931
g11149,17,0.3931
g11150,17,0.3931
g11159,17,0.3931
g11160,17,0.3931
g11161,17,0.3931
g11162,17,0.3931
g11163,17,0.3931
g11164,17,0.3931
g11173,17,0.3931
g11174,17,0.3931
g11175,17,0.3931
g11176,17,0.3931
g11181,17,0.3931
g11182,17,0.3931
g11183,17,0.3931
g11184,17,0.3931
g11185,17,0.3931
g11191,17,0.3931
g11192,17,0.3931
g11193,17,0.3931
g11194,17,0.3931
g11195,17,0.3931
g11196,17,0.3931
g11197,17,0.3931
g11203,17,0.3931
g11204,17,0.3931
g11205,17,0.3931
g11212,17,0.3931
g11213,17,0.3931
g11214,17,0.3931
g11215,17,0.3931
g11221,17,0.3931
g11222,17,0.3931
g11223,17,0.3931
g11224,17,0.3931
g11225,17,0.3931
g11226,17,0.3931
g11227,17,0.3931
g11228,17,0.3931
g11231,17,0.3931
g11236,17,0.3931
g11237,17,0.3931
g11238,17,0.3931
g11239,17,0.3931
g11240,17,0.3931
g11258,17,0.3931
g11267,17,0.3931
g11268,17,0.3931
g11269,17,0.3931
g11270,17,0.3931
g11273,17,0.3931
g11278,17,0.3931
g11279,17,0.3931
g11280,17,0.3931
g11293,17,0.3931
g11294,17,0.3931
g11295,17,0.3931
g11296,17,0.3931
g11297,17,0.3931
g11298,17,0.3931
g11299,17,0.3931
g11300,17,0.3931
g11301,17,0.3931
g11302,17,0.3931
g11303,17,0.3931
g11314,17,0.3931
g11315,17,0.3931
g11316,17,0.3931
g11317,17,0.3931
g11318,17,0.3931
g11319,17,0.3931
g11320,17,0.3931
g11329,17,0.3931
g11330,17,0.3931
g11331,17,0.3931
g11332,17,0.3931
g11423,17,0.3931
g11424,17,0.3931
g11425,17,0.3931
g11426,17,0.3931
g11545,17,0.3931
g11546,17,0.3931
g11547,17,0.3931
g11608,17,0.3931
g11609,17,0.3931
g11610,17,0.3931
g11611,17,0.3931
g11612,17,0.3931
g11613,17,0.3931
g11614,17,0.3931
g11615,17,0.3931
g11616,17,0.3931
g11617,17,0.3931
g11618,17,0.3931
g11619,17,0.3931
g11620,17,0.3931
g11628,17,0.3931
g11629,17,0.3931
g11630,17,0.3931
g11631,17,0.3931
g11632,17,0.3931
g11633,17,0.3931
g11634,17,0.3931
g11755,17,0.3931
g11756,17,0.3931
g11757,17,0.3931
g11758,17,0.3931
g11759,17,0.3931
g11760,17,0.3931
g11774,17,0.3931
g11775,17,0.3931
g11776,17,0.3931
g11785,17,0.3931
g11786,17,0.3931
g11787,17,0.3931
g11788,17,0.3931
g11838,17,0.3931
g11839,17,0.3931
g11843,17,0.3931
g11844,17,0.3931
g11845,17,0.3931
g11846,17,0.3931
g12051,17,0.2433
g12052,17,0.2433
g12053,17,0.2433
g12054,17,0.2433
g12055,17,0.2433
g12056,17,0.2433
g12075,17,0.3752
g12077,17,0.3752
g12078,17,0.3752
g12079,17,0.3752
g12080,17,0.3752
g12091,17,0.3752
g12092,17,0.3752
g12093,17,0.3752
g12094,17,0.3752
g12095,17,0.3752
g12118,17,0.3752
g12119,17,0.3752
g12217,17,0.3752
g12218,17,0.3752
g12219,17,0.3752
g12220,17,0.3752
g12221,17,0.3752
g12222,17,0.3752
g12232,17,0.3752
g12235,17,0.3752
g12236,17,0.3752
g12237,17,0.3752
g12238,17,0.3752
g12254,17,0.3752
g12255,17,0.3752
g12256,17,0.3752
