GENERATION_PROJECT,timepoint,gen_max_capacity_factor
g11083i,5,0.1537
g11087i,5,0.1537
g11100i,5,0.1537
g11101i,5,0.1537
g11122i,5,0.1309
g11123i,5,0.1309
g11135i,5,0.1537
g11340i,5,0.2872
g11341i,5,0.2762
g11352i,5,0.2825
g11356i,5,0.3242
g11357i,5,0.2762
g11358i,5,0.2762
g11380i,5,0.3474
g11381i,5,0.3474
g11398i,5,0.2762
g11399i,5,0.2762
g11427i,5,0.2762
g11428i,5,0.2762
g11429i,5,0.2762
g11430i,5,0.2762
g11431i,5,0.2762
g11432i,5,0.2762
g11433i,5,0.2762
g11434i,5,0.2762
g11435i,5,0.2762
g11436i,5,0.2762
g11437i,5,0.2762
g11438i,5,0.3147
g11439i,5,0.3147
g11440i,5,0.3147
g11441i,5,0.3147
g11442i,5,0.3147
g11443i,5,0.3147
g11448i,5,0.2863
g11449i,5,0.2863
g11450i,5,0.2863
g11451i,5,0.2863
g11456i,5,0.2762
g11457i,5,0.2789
g11458i,5,0.2789
g11480i,5,0.2762
g11481i,5,0.2762
g11489i,5,0.2762
g11495i,5,0.2762
g11520i,5,0.2863
g11548i,5,0.3242
g11564i,5,0.2762
g11565i,5,0.2762
g11566i,5,0.2863
g11567i,5,0.2863
g11568i,5,0.2863
g11569i,5,0.2863
g11623i,5,0.2762
g11638i,5,0.2762
g11656i,5,0.1725
g11685i,5,0.2832
g11724i,5,0.1725
g11752i,5,0.1435
g11753i,5,0.1435
g11754i,5,0.1435
g11779i,5,0.1886
g11789i,5,0.1725
g11790i,5,0.1725
g11873i,5,0.1725
g11874i,5,0.1725
g11875i,5,0.1725
g11876i,5,0.1725
g11877i,5,0.1725
g11878i,5,0.1725
g11886i,5,0.1725
g11887i,5,0.1725
g11888i,5,0.1725
g11889i,5,0.1725
g11890i,5,0.1725
g11891i,5,0.1725
g11900i,5,0.2774
g11901i,5,0.2774
g11902i,5,0.2774
g11903i,5,0.1725
g11904i,5,0.1725
g11999i,5,0.3674
g12076i,5,0.324
g12125i,5,0.2706
g12231i,5,0.2685
g12275i,5,0.2607
g12310i,5,0.368
g12316i,5,0.368
g12319i,5,0.331
g12320i,5,0.331
g12355i,5,0.24
g12383i,5,0.3068
g12384i,5,0.2308
g12410i,5,0.3606
g12411i,5,0.3623
g12412i,5,0.3623
g12419i,5,0.3562
g12420i,5,0.3938
g12421i,5,0.3499
g12425i,5,0.3995
g12447i,5,0.4325
g12448i,5,0.4325
g12451i,5,0.3538
g12454i,5,0.3875
g12479i,5,0.4303
g12496i,5,0.3875
g12525i,5,0.3809
g12526i,5,0.3809
g12527i,5,0.4096
g12563i,5,0.3623
g12567i,5,0.3644
g12568i,5,0.3644
g12569i,5,0.3644
g12583i,5,0.3768
g12585i,5,0.3525
g12586i,5,0.3525
g12591i,5,0.4302
g12592i,5,0.4302
g12597i,5,0.4454
g12598i,5,0.4454
g12599i,5,0.4454
g12600i,5,0.4454
g12601i,5,0.4454
g12602i,5,0.2601
g12608i,5,0.4158
g12617i,5,0.3957
g12618i,5,0.3957
g12623i,5,0.402
g12641i,5,0.2905
g12646i,5,0.4293
g12647i,5,0.4293
g12648i,5,0.402
g12649i,5,0.402
g12687i,5,0.2957
g12688i,5,0.2712
g12689i,5,0.2712
g12693i,5,0.2568
g12694i,5,0.2568
g12695i,5,0.2568
g12711i,5,0.2712
g12712i,5,0.2712
g12713i,5,0.2712
g12717i,5,0.2801
g12725i,5,0.2674
g12726i,5,0.2674
g12727i,5,0.2674
g12728i,5,0.2939
g12732i,5,0.2825
g12733i,5,0.2674
g12734i,5,0.2674
g12738i,5,0.2712
g12739i,5,0.2712
g12740i,5,0.2712
g12741i,5,0.2712
g12742i,5,0.2674
g12743i,5,0.2674
g12744i,5,0.2674
g12745i,5,0.2674
g12751i,5,0.2955
g12752i,5,0.2955
g12758i,5,0.2957
g12778i,5,0.2622
g12779i,5,0.1988
g12780i,5,0.1988
g12781i,5,0.1988
g12794i,5,0.3551
g12795i,5,0.295
g12796i,5,0.295
g12810i,5,0.295
g12811i,5,0.295
g12821i,5,0.2626
g12822i,5,0.2626
g12851i,5,0.3551
g12853i,5,0.3957
g13911i,5,0
g13912i,5,0
g13913i,5,0
g13914i,5,0
g13915i,5,0
g13916i,5,0
g13917i,5,0
g13918i,5,0
g13919i,5,0
g13920i,5,0
g13921i,5,0
g13922i,5,0
g13923i,5,0
g13924i,5,0
g13925i,5,0
g13926i,5,0
g13927i,5,0
g13928i,5,0
g13929i,5,0
g13930i,5,0
g13931i,5,0
g13932i,5,0
g13933i,5,0
g13934i,5,0
g14007i,5,0.3875
g14008i,5,0.3068
g14009i,5,0.4143
g14010i,5,0.2148
g14011i,5,0.4143
g14012i,5,0.2832
g14013i,5,0.4143
g14014i,5,0.2762
g14015i,5,0.2762
g14016i,5,0.2626
g14017i,5,0.4303
g14018i,5,0.4325
g14019i,5,0.4143
g10397i,6,0.2437
g10400i,6,0.2301
g10401i,6,0.1979
g10428i,6,0.2735
g10442i,6,0.2801
g10458i,6,0.3093
g10463i,6,0.2251
g10475i,6,0.29
g10522i,6,0.2744
g10541i,6,0.2144
g10559i,6,0.2144
g10560i,6,0.2938
g10569i,6,0.2477
g10570i,6,0.2735
g10571i,6,0.2735
g10572i,6,0.2744
g10617i,6,0.2938
g10618i,6,0.2938
g10623i,6,0.326
g10624i,6,0.326
g10629i,6,0.2369
g10630i,6,0.2437
g10642i,6,0.2125
g10652i,6,0.2591
g10653i,6,0.2265
g10660i,6,0.2837
g10661i,6,0.2461
g10662i,6,0.2461
g10681i,6,0.292
g10682i,6,0.292
g10683i,6,0.2031
g10684i,6,0.2031
g10685i,6,0.2031
g10686i,6,0.2031
g10694i,6,0.2595
g10722i,6,0.2061
g10725i,6,0.2634
g10726i,6,0.2356
g10727i,6,0.2356
g10738i,6,0.2125
g10748i,6,0.2742
g10752i,6,0.2466
g10753i,6,0.2466
g10754i,6,0.2466
g10755i,6,0.2466
g10756i,6,0.2283
g10767i,6,0.256
g10768i,6,0.2742
g10769i,6,0.2742
g10789i,6,0.2595
g10790i,6,0.2595
g10806i,6,0.292
g10807i,6,0.292
g10808i,6,0.292
g10819i,6,0.1844
g10872i,6,0.2438
g11033i,6,0.2438
g11034i,6,0.2438
g11035i,6,0.2438
g11036i,6,0.2438
g11041i,6,0.2315
g11042i,6,0.2315
g11043i,6,0.2315
g11044i,6,0.2315
g11045i,6,0.2315
g11046i,6,0.2315
g11080i,6,0.2438
g11081i,6,0.2438
g11082i,6,0.2438
g11083i,6,0.2438
g11087i,6,0.2438
g11100i,6,0.2438
g11101i,6,0.2438
g11122i,6,0.2101
g11123i,6,0.2101
g11135i,6,0.2438
g11340i,6,0.3408
g11341i,6,0.3656
g11352i,6,0.3289
g11356i,6,0.3912
g11357i,6,0.3656
g11358i,6,0.3656
g11380i,6,0.3709
g11381i,6,0.3709
g11398i,6,0.3656
g11399i,6,0.3656
g11427i,6,0.3656
g11428i,6,0.3656
g11429i,6,0.3656
g11430i,6,0.3656
g11431i,6,0.3656
g11432i,6,0.3656
g11433i,6,0.3656
g11434i,6,0.3656
g11435i,6,0.3656
g11436i,6,0.3656
g11437i,6,0.3656
g11438i,6,0.389
g11439i,6,0.389
g11440i,6,0.389
g11441i,6,0.389
g11442i,6,0.389
g11443i,6,0.389
g11448i,6,0.3722
g11449i,6,0.3722
g11450i,6,0.3722
g11451i,6,0.3722
g11456i,6,0.3656
g11457i,6,0.3338
g11458i,6,0.3338
g11480i,6,0.3656
g11481i,6,0.3656
g11489i,6,0.3656
g11495i,6,0.3656
g11520i,6,0.3722
g11548i,6,0.3912
g11564i,6,0.3656
g11565i,6,0.3656
g11566i,6,0.3722
g11567i,6,0.3722
g11568i,6,0.3722
g11569i,6,0.3722
g11623i,6,0.3656
g11638i,6,0.3656
g11656i,6,0.2135
g11685i,6,0.293
g11724i,6,0.2135
g11752i,6,0.2023
g11753i,6,0.2023
g11754i,6,0.2023
g11779i,6,0.3094
g11789i,6,0.2135
g11790i,6,0.2135
g11873i,6,0.2135
g11874i,6,0.2135
g11875i,6,0.2135
g11876i,6,0.2135
g11877i,6,0.2135
g11878i,6,0.2135
g11886i,6,0.2135
g11887i,6,0.2135
g11888i,6,0.2135
g11889i,6,0.2135
g11890i,6,0.2135
g11891i,6,0.2135
g11900i,6,0.2755
g11901i,6,0.2755
g11902i,6,0.2755
g11903i,6,0.2135
g11904i,6,0.2135
g11999i,6,0.3909
g12076i,6,0.3417
g12125i,6,0.3132
g12231i,6,0.3138
g12275i,6,0.3239
g12310i,6,0.4004
g12316i,6,0.4004
g12319i,6,0.3232
g12320i,6,0.3232
g12355i,6,0.29
g12383i,6,0.4315
g12384i,6,0.3125
g12410i,6,0.4
g12411i,6,0.4103
g12412i,6,0.4103
g12419i,6,0.411
g12420i,6,0.4674
g12421i,6,0.3822
g12425i,6,0.4815
g12447i,6,0.5262
g12448i,6,0.5262
g12451i,6,0.4149
g12454i,6,0.4376
g12479i,6,0.5174
g12496i,6,0.4376
g12525i,6,0.4596
g12526i,6,0.4596
g12527i,6,0.4989
g12563i,6,0.4103
g12567i,6,0.4062
g12568i,6,0.4062
g12569i,6,0.4062
g12583i,6,0.3543
g12585i,6,0.3984
g12586i,6,0.3984
g12591i,6,0.4591
g12592i,6,0.4591
g12597i,6,0.4782
g12598i,6,0.4782
g12599i,6,0.4782
g12600i,6,0.4782
g12601i,6,0.4782
g12602i,6,0.2653
g12608i,6,0.3858
g12617i,6,0.3636
g12618i,6,0.3636
g12623i,6,0.3789
g12641i,6,0.2922
g12646i,6,0.3856
g12647i,6,0.3856
g12648i,6,0.3789
g12649i,6,0.3789
g12687i,6,0.3363
g12688i,6,0.3046
g12689i,6,0.3046
g12693i,6,0.3248
g12694i,6,0.3248
g12695i,6,0.3248
g12711i,6,0.3046
g12712i,6,0.3046
g12713i,6,0.3046
g12717i,6,0.3027
g12725i,6,0.2815
g12726i,6,0.2815
g12727i,6,0.2815
g12728i,6,0.334
g12732i,6,0.3111
g12733i,6,0.2815
g12734i,6,0.2815
g12738i,6,0.3046
g12739i,6,0.3046
g12740i,6,0.3046
g12741i,6,0.3046
g12742i,6,0.2815
g12743i,6,0.2815
g12744i,6,0.2815
g12745i,6,0.2815
g12751i,6,0.3428
g12752i,6,0.3428
g12758i,6,0.3363
g12778i,6,0.3021
g12779i,6,0.2738
g12780i,6,0.2738
g12781i,6,0.2738
g12794i,6,0.3228
g12795i,6,0.3161
g12796i,6,0.3161
g12810i,6,0.2936
g12811i,6,0.2936
g12821i,6,0.2561
g12822i,6,0.2561
g12851i,6,0.3228
g12853i,6,0.3945
g13911i,6,0
g13912i,6,0
g13913i,6,0
g13914i,6,0
g13915i,6,0
g13916i,6,0
g13917i,6,0
g13918i,6,0
g13919i,6,0
g13920i,6,0
g13921i,6,0
g13922i,6,0
g13923i,6,0
g13924i,6,0
g13925i,6,0
g13926i,6,0
g13927i,6,0
g13928i,6,0
g13929i,6,0
g13930i,6,0
g13931i,6,0
g13932i,6,0
g13933i,6,0
g13934i,6,0
g14007i,6,0.4376
g14008i,6,0.4315
g14009i,6,0.4522
g14010i,6,0.2265
g14011i,6,0.4522
g14012i,6,0.293
g14013i,6,0.4522
g14014i,6,0.3656
g14015i,6,0.3656
g14016i,6,0.2561
g14017i,6,0.5174
g14018i,6,0.5262
g14019i,6,0.4522
g10397i,7,0.1921
g10400i,7,0.2193
g10401i,7,0.1641
g10428i,7,0.2609
g10442i,7,0.3046
g10458i,7,0.2984
g10463i,7,0.1743
g10475i,7,0.2584
g10522i,7,0.2438
g10541i,7,0.1641
g10559i,7,0.1641
g10560i,7,0.3155
g10569i,7,0.2155
g10570i,7,0.2609
g10571i,7,0.2609
g10572i,7,0.2438
g10617i,7,0.3155
g10618i,7,0.3155
g10623i,7,0.3384
g10624i,7,0.3384
g10629i,7,0.2069
g10630i,7,0.1921
g10642i,7,0.1562
g10652i,7,0.2493
g10653i,7,0.2091
g10660i,7,0.2752
g10661i,7,0.2304
g10662i,7,0.2304
g10681i,7,0.2859
g10682i,7,0.2859
g10683i,7,0.1574
g10684i,7,0.1574
g10685i,7,0.1574
g10686i,7,0.1574
g10694i,7,0.2468
g10722i,7,0.154
g10725i,7,0.2596
g10726i,7,0.2209
g10727i,7,0.2209
g10738i,7,0.1562
g10748i,7,0.2825
g10752i,7,0.2187
g10753i,7,0.2187
g10754i,7,0.2187
g10755i,7,0.2187
g10756i,7,0.2097
g10767i,7,0.252
g10768i,7,0.2825
g10769i,7,0.2825
g10789i,7,0.2468
g10790i,7,0.2468
g10806i,7,0.2859
g10807i,7,0.2859
g10808i,7,0.2859
g10819i,7,0.1867
g10872i,7,0.2014
g11033i,7,0.2014
g11034i,7,0.2014
g11035i,7,0.2014
g11036i,7,0.2014
g11041i,7,0.1645
g11042i,7,0.1645
g11043i,7,0.1645
g11044i,7,0.1645
g11045i,7,0.1645
g11046i,7,0.1645
g11080i,7,0.2014
g11081i,7,0.2014
g11082i,7,0.2014
g11083i,7,0.2014
g11087i,7,0.2014
g11100i,7,0.2014
g11101i,7,0.2014
g11122i,7,0.1724
g11123i,7,0.1724
g11135i,7,0.2014
g11340i,7,0.3263
g11341i,7,0.3289
g11352i,7,0.2947
g11356i,7,0.3436
g11357i,7,0.3289
g11358i,7,0.3289
g11380i,7,0.3191
g11381i,7,0.3191
g11398i,7,0.3289
g11399i,7,0.3289
g11427i,7,0.3289
g11428i,7,0.3289
g11429i,7,0.3289
g11430i,7,0.3289
g11431i,7,0.3289
g11432i,7,0.3289
g11433i,7,0.3289
g11434i,7,0.3289
g11435i,7,0.3289
g11436i,7,0.3289
g11437i,7,0.3289
g11438i,7,0.3449
g11439i,7,0.3449
g11440i,7,0.3449
g11441i,7,0.3449
g11442i,7,0.3449
g11443i,7,0.3449
g11448i,7,0.335
g11449i,7,0.335
g11450i,7,0.335
g11451i,7,0.335
g11456i,7,0.3289
g11457i,7,0.25
g11458i,7,0.25
g11480i,7,0.3289
g11481i,7,0.3289
g11489i,7,0.3289
g11495i,7,0.3289
g11520i,7,0.335
g11548i,7,0.3436
g11564i,7,0.3289
g11565i,7,0.3289
g11566i,7,0.335
g11567i,7,0.335
g11568i,7,0.335
g11569i,7,0.335
g11623i,7,0.3289
g11638i,7,0.3289
g11656i,7,0.177
g11685i,7,0.3093
g11724i,7,0.177
g11752i,7,0.1509
g11753i,7,0.1509
g11754i,7,0.1509
g11779i,7,0.315
g11789i,7,0.177
g11790i,7,0.177
g11873i,7,0.177
g11874i,7,0.177
g11875i,7,0.177
g11876i,7,0.177
g11877i,7,0.177
g11878i,7,0.177
g11886i,7,0.177
g11887i,7,0.177
g11888i,7,0.177
g11889i,7,0.177
g11890i,7,0.177
g11891i,7,0.177
g11900i,7,0.2361
g11901i,7,0.2361
g11902i,7,0.2361
g11903i,7,0.177
g11904i,7,0.177
g11999i,7,0.37
g12076i,7,0.352
g12125i,7,0.2767
g12231i,7,0.2517
g12275i,7,0.3388
g12310i,7,0.3545
g12316i,7,0.3545
g12319i,7,0.3279
g12320i,7,0.3279
g12355i,7,0.2197
g12383i,7,0.3326
g12384i,7,0.2737
g12410i,7,0.3625
g12411i,7,0.3747
g12412i,7,0.3747
g12419i,7,0.3563
g12420i,7,0.3905
g12421i,7,0.3483
g12425i,7,0.4116
g12447i,7,0.4569
g12448i,7,0.4569
g12451i,7,0.3722
g12454i,7,0.377
g12479i,7,0.4621
g12496i,7,0.377
g12525i,7,0.3807
g12526i,7,0.3807
g12527i,7,0.4417
g12563i,7,0.3747
g12567i,7,0.371
g12568i,7,0.371
g12569i,7,0.371
g12583i,7,0.3759
g12585i,7,0.4675
g12586i,7,0.4675
g12591i,7,0.4695
g12592i,7,0.4695
g12597i,7,0.5013
g12598i,7,0.5013
g12599i,7,0.5013
g12600i,7,0.5013
g12601i,7,0.5013
g12602i,7,0.2684
g12608i,7,0.374
g12617i,7,0.3862
g12618i,7,0.3862
g12623i,7,0.4061
g12641i,7,0.3013
g12646i,7,0.411
g12647i,7,0.411
g12648i,7,0.4061
g12649i,7,0.4061
g12687i,7,0.358
g12688i,7,0.3296
g12689i,7,0.3296
g12693i,7,0.3433
g12694i,7,0.3433
g12695i,7,0.3433
g12711i,7,0.3296
g12712i,7,0.3296
g12713i,7,0.3296
g12717i,7,0.2926
g12725i,7,0.2582
g12726i,7,0.2582
g12727i,7,0.2582
g12728i,7,0.3433
g12732i,7,0.3238
g12733i,7,0.2582
g12734i,7,0.2582
g12738i,7,0.3296
g12739i,7,0.3296
g12740i,7,0.3296
g12741i,7,0.3296
g12742i,7,0.2582
g12743i,7,0.2582
g12744i,7,0.2582
g12745i,7,0.2582
g12751i,7,0.3479
g12752i,7,0.3479
g12758i,7,0.358
g12778i,7,0.3225
g12779i,7,0.2592
g12780i,7,0.2592
g12781i,7,0.2592
g12794i,7,0.3075
g12795i,7,0.346
g12796i,7,0.346
g12810i,7,0.32
g12811i,7,0.32
g12821i,7,0.2462
g12822i,7,0.2462
g12851i,7,0.3075
g12853i,7,0.3789
g13911i,7,0
g13912i,7,0
g13913i,7,0
g13914i,7,0
g13915i,7,0
g13916i,7,0
g13917i,7,0
g13918i,7,0
g13919i,7,0
g13920i,7,0
g13921i,7,0
g13922i,7,0
g13923i,7,0
g13924i,7,0
g13925i,7,0
g13926i,7,0
g13927i,7,0
g13928i,7,0
g13929i,7,0
g13930i,7,0
g13931i,7,0
g13932i,7,0
g13933i,7,0
g13934i,7,0
g14007i,7,0.3772
g14008i,7,0.3313
g14009i,7,0.3683
g14010i,7,0.2065
g14011i,7,0.3683
g14012i,7,0.3072
g14013i,7,0.3683
g14014i,7,0.3277
g14015i,7,0.3277
g14016i,7,0.2479
g14017i,7,0.4622
g14018i,7,0.455
g14019i,7,0.3683
g10397i,8,0.1669
g10400i,8,0.1545
g10401i,8,0.1498
g10428i,8,0.1457
g10442i,8,0.229
g10458i,8,0.2348
g10463i,8,0.1532
g10475i,8,0.2108
g10522i,8,0.2033
g10541i,8,0.1549
g10559i,8,0.1549
g10560i,8,0.2322
g10569i,8,0.1636
g10570i,8,0.1457
g10571i,8,0.1457
g10572i,8,0.2033
g10617i,8,0.2322
g10618i,8,0.2322
g10623i,8,0.2652
g10624i,8,0.2652
g10629i,8,0.1482
g10630i,8,0.1669
g10642i,8,0.1516
g10652i,8,0.1794
g10653i,8,0.1504
g10660i,8,0.2736
g10661i,8,0.1542
g10662i,8,0.1542
g10681i,8,0.2286
g10682i,8,0.2286
g10683i,8,0.144
g10684i,8,0.144
g10685i,8,0.144
g10686i,8,0.144
g10694i,8,0.1665
g10722i,8,0.1422
g10725i,8,0.1999
g10726i,8,0.1569
g10727i,8,0.1569
g10738i,8,0.1516
g10748i,8,0.1913
g10752i,8,0.1429
g10753i,8,0.1429
g10754i,8,0.1429
g10755i,8,0.1429
g10756i,8,0.1461
g10767i,8,0.1713
g10768i,8,0.1913
g10769i,8,0.1913
g10789i,8,0.1665
g10790i,8,0.1665
g10806i,8,0.2286
g10807i,8,0.2286
g10808i,8,0.2286
g10819i,8,0.1586
g10872i,8,0.0694
g11033i,8,0.0694
g11034i,8,0.0694
g11035i,8,0.0694
g11036i,8,0.0694
g11041i,8,0.0592
g11042i,8,0.0592
g11043i,8,0.0592
g11044i,8,0.0592
g11045i,8,0.0592
g11046i,8,0.0592
g11080i,8,0.0694
g11081i,8,0.0694
g11082i,8,0.0694
g11083i,8,0.0694
g11087i,8,0.0694
g11100i,8,0.0694
g11101i,8,0.0694
g11122i,8,0.0621
g11123i,8,0.0621
g11135i,8,0.0694
g11340i,8,0.2209
g11341i,8,0.1767
g11352i,8,0.1742
g11356i,8,0.2259
g11357i,8,0.1767
g11358i,8,0.1767
g11380i,8,0.2977
g11381i,8,0.2977
g11398i,8,0.1767
g11399i,8,0.1767
g11427i,8,0.1767
g11428i,8,0.1767
g11429i,8,0.1767
g11430i,8,0.1767
g11431i,8,0.1767
g11432i,8,0.1767
g11433i,8,0.1767
g11434i,8,0.1767
g11435i,8,0.1767
g11436i,8,0.1767
g11437i,8,0.1767
g11438i,8,0.2368
g11439i,8,0.2368
g11440i,8,0.2368
g11441i,8,0.2368
g11442i,8,0.2368
g11443i,8,0.2368
g11448i,8,0.2163
g11449i,8,0.2163
g11450i,8,0.2163
g11451i,8,0.2163
g11456i,8,0.1767
g11457i,8,0.1419
g11458i,8,0.1419
g11480i,8,0.1767
g11481i,8,0.1767
g11489i,8,0.1767
g11495i,8,0.1767
g11520i,8,0.2163
g11548i,8,0.2259
g11564i,8,0.1767
g11565i,8,0.1767
g11566i,8,0.2163
g11567i,8,0.2163
g11568i,8,0.2163
g11569i,8,0.2163
g11623i,8,0.1767
g11638i,8,0.1767
g11656i,8,0.1085
g11685i,8,0.2737
g11724i,8,0.1085
g11752i,8,0.0625
g11753i,8,0.0625
g11754i,8,0.0625
g11779i,8,0.1172
g11789i,8,0.1085
g11790i,8,0.1085
g11873i,8,0.1085
g11874i,8,0.1085
g11875i,8,0.1085
g11876i,8,0.1085
g11877i,8,0.1085
g11878i,8,0.1085
g11886i,8,0.1085
g11887i,8,0.1085
g11888i,8,0.1085
g11889i,8,0.1085
g11890i,8,0.1085
g11891i,8,0.1085
g11900i,8,0.2187
g11901i,8,0.2187
g11902i,8,0.2187
g11903i,8,0.1085
g11904i,8,0.1085
g11999i,8,0.344
g12076i,8,0.2754
g12125i,8,0.2076
g12231i,8,0.1897
g12275i,8,0.2351
g12310i,8,0.3134
g12316i,8,0.3134
g12319i,8,0.279
g12320i,8,0.279
g12355i,8,0.1531
g12383i,8,0.215
g12384i,8,0.157
g12410i,8,0.268
g12411i,8,0.2605
g12412i,8,0.2605
g12419i,8,0.2726
g12420i,8,0.2681
g12421i,8,0.2654
g12425i,8,0.2824
g12447i,8,0.2662
g12448i,8,0.2662
g12451i,8,0.2816
g12454i,8,0.273
g12479i,8,0.2769
g12496i,8,0.273
g12525i,8,0.2605
g12526i,8,0.2605
g12527i,8,0.2884
g12563i,8,0.2605
g12567i,8,0.2657
g12568i,8,0.2657
g12569i,8,0.2657
g12583i,8,0.3629
g12585i,8,0.3685
g12586i,8,0.3685
g12591i,8,0.4337
g12592i,8,0.4337
g12597i,8,0.4547
g12598i,8,0.4547
g12599i,8,0.4547
g12600i,8,0.4547
g12601i,8,0.4547
g12602i,8,0.216
g12608i,8,0.4219
g12617i,8,0.3624
g12618i,8,0.3624
g12623i,8,0.374
g12641i,8,0.248
g12646i,8,0.4505
g12647i,8,0.4505
g12648i,8,0.374
g12649i,8,0.374
g12687i,8,0.2543
g12688i,8,0.2512
g12689i,8,0.2512
g12693i,8,0.2193
g12694i,8,0.2193
g12695i,8,0.2193
g12711i,8,0.2512
g12712i,8,0.2512
g12713i,8,0.2512
g12717i,8,0.2415
g12725i,8,0.2614
g12726i,8,0.2614
g12727i,8,0.2614
g12728i,8,0.261
g12732i,8,0.217
g12733i,8,0.2614
g12734i,8,0.2614
g12738i,8,0.2512
g12739i,8,0.2512
g12740i,8,0.2512
g12741i,8,0.2512
g12742i,8,0.2614
g12743i,8,0.2614
g12744i,8,0.2614
g12745i,8,0.2614
g12751i,8,0.2772
g12752i,8,0.2772
g12758i,8,0.2543
g12778i,8,0.244
g12779i,8,0.1743
g12780i,8,0.1743
g12781i,8,0.1743
g12794i,8,0.3147
g12795i,8,0.3396
g12796i,8,0.3396
g12810i,8,0.28
g12811i,8,0.28
g12821i,8,0.216
g12822i,8,0.216
g12851i,8,0.3147
g12853i,8,0.3563
g13911i,8,0
g13912i,8,0
g13913i,8,0
g13914i,8,0
g13915i,8,0
g13916i,8,0
g13917i,8,0
g13918i,8,0
g13919i,8,0
g13920i,8,0
g13921i,8,0
g13922i,8,0
g13923i,8,0
g13924i,8,0
g13925i,8,0
g13926i,8,0
g13927i,8,0
g13928i,8,0
g13929i,8,0
g13930i,8,0
g13931i,8,0
g13932i,8,0
g13933i,8,0
g13934i,8,0
g14007i,8,0.273
g14008i,8,0.215
g14009i,8,0.2827
g14010i,8,0.1504
g14011i,8,0.2827
g14012i,8,0.2737
g14013i,8,0.2827
g14014i,8,0.1767
g14015i,8,0.1767
g14016i,8,0.216
g14017i,8,0.2769
g14018i,8,0.2662
g14019i,8,0.2827
g10397i,9,0.2996
g10400i,9,0.29
g10401i,9,0.286
g10428i,9,0.2606
g10442i,9,0.2369
g10458i,9,0.2084
g10463i,9,0.3102
g10475i,9,0.2741
g10522i,9,0.2751
g10541i,9,0.3453
g10559i,9,0.3462
g10560i,9,0.2438
g10569i,9,0.232
g10570i,9,0.2604
g10571i,9,0.2608
g10572i,9,0.275
g10617i,9,0.2415
g10618i,9,0.2416
g10623i,9,0.2447
g10624i,9,0.2447
g10629i,9,0.211
g10630i,9,0.301
g10642i,9,0.3027
g10652i,9,0.2128
g10653i,9,0.3079
g10660i,9,0.2471
g10661i,9,0.3323
g10662i,9,0.3351
g10681i,9,0.3158
g10682i,9,0.316
g10683i,9,0.3485
g10684i,9,0.347
g10685i,9,0.347
g10686i,9,0.3493
g10694i,9,0.3488
g10722i,9,0.3129
g10725i,9,0.2217
g10726i,9,0.296
g10727i,9,0.2973
g10738i,9,0.3011
g10748i,9,0.1889
g10752i,9,0.2444
g10753i,9,0.2449
g10754i,9,0.2445
g10755i,9,0.2449
g10756i,9,0.3224
g10767i,9,0.3282
g10768i,9,0.1907
g10769i,9,0.1893
g10789i,9,0.3496
g10790i,9,0.349
g10806i,9,0.3198
g10807i,9,0.3205
g10808i,9,0.317
g10819i,9,0.2092
g10872i,9,0.1731
g11033i,9,0.1735
g11034i,9,0.1735
g11035i,9,0.1748
g11036i,9,0.1738
g11041i,9,0.1713
g11042i,9,0.1725
g11043i,9,0.1763
g11044i,9,0.1715
g11045i,9,0.172
g11046i,9,0.1716
g11080i,9,0.1733
g11081i,9,0.1731
g11082i,9,0.1731
g11083i,9,0.1732
g11087i,9,0.1732
g11100i,9,0.1743
g11101i,9,0.1781
g11122i,9,0.1626
g11123i,9,0.1613
g11135i,9,0.1734
g11340i,9,0.36
g11341i,9,0.3417
g11352i,9,0.3284
g11356i,9,0.4058
g11357i,9,0.3376
g11358i,9,0.3371
g11380i,9,0.4388
g11381i,9,0.4369
g11398i,9,0.3368
g11399i,9,0.3368
g11427i,9,0.3368
g11428i,9,0.3413
g11429i,9,0.3418
g11430i,9,0.3418
g11431i,9,0.3418
g11432i,9,0.3368
g11433i,9,0.3391
g11434i,9,0.3395
g11435i,9,0.3376
g11436i,9,0.3384
g11437i,9,0.3417
g11438i,9,0.3988
g11439i,9,0.3996
g11440i,9,0.4022
g11441i,9,0.4019
g11442i,9,0.3989
g11443i,9,0.3988
g11448i,9,0.3645
g11449i,9,0.3658
g11450i,9,0.3652
g11451i,9,0.3645
g11456i,9,0.34
g11457i,9,0.3106
g11458i,9,0.3085
g11480i,9,0.3418
g11481i,9,0.3376
g11489i,9,0.3368
g11495i,9,0.3418
g11520i,9,0.3688
g11548i,9,0.4058
g11564i,9,0.3368
g11565i,9,0.3412
g11566i,9,0.3648
g11567i,9,0.3639
g11568i,9,0.3688
g11569i,9,0.3642
g11623i,9,0.3371
g11638i,9,0.3418
g11656i,9,0.2518
g11685i,9,0.3072
g11724i,9,0.2567
g11752i,9,0.1694
g11753i,9,0.1707
g11754i,9,0.1744
g11779i,9,0.223
g11789i,9,0.2523
g11790i,9,0.2526
g11873i,9,0.254
g11874i,9,0.2519
g11875i,9,0.254
g11876i,9,0.2537
g11877i,9,0.2529
g11878i,9,0.2522
g11886i,9,0.2518
g11887i,9,0.254
g11888i,9,0.2518
g11889i,9,0.2521
g11890i,9,0.2549
g11891i,9,0.2519
g11900i,9,0.3461
g11901i,9,0.3467
g11902i,9,0.3494
